# data from ifeffit
#------------------------
#   x         y         y         y
  0.0000000        0.0000000        0.0000000        0.0000000
  0.50000000E-01   0.24740396       0.29552021       0.54292417
  0.10000000       0.47942554       0.56464247        1.0440680
  0.15000000       0.68163876       0.78332691        1.4649657
  0.20000000       0.84147098       0.93203909        1.7735101
  0.25000000       0.94898462       0.99749499        1.9464796
  0.30000000       0.99749499       0.97384763        1.9713426
  0.35000000       0.98398595       0.86320937        1.8471953
  0.40000000       0.90929743       0.67546318        1.5847606
  0.45000000       0.77807320       0.42737988        1.2054531
  0.50000000       0.59847214       0.14112001       0.73959215
  0.55000000       0.38166099      -0.15774569       0.22391530
  0.60000000       0.14112001      -0.44252044      -0.30140044
  0.65000000      -0.10819513      -0.68776616      -0.79596129
  0.70000000      -0.35078323      -0.87157577       -1.2223590
  0.75000000      -0.57156132      -0.97753012       -1.5490914
  0.80000000      -0.75680250      -0.99616461       -1.7529671
  0.85000000      -0.89498936      -0.92581468       -1.8208040
  0.90000000      -0.97753012      -0.77276449       -1.7502946
  0.95000000      -0.99929279      -0.55068554       -1.5499783
  1.0000000      -0.95892427      -0.27941550       -1.2383398
  1.0500000      -0.85893449       0.16813900E-01  -0.84212059
  1.1000000      -0.70554033       0.31154136      -0.39399896
  1.1500000      -0.50827908       0.57843976       0.70160687E-01
  1.2000000      -0.27941550       0.79366786       0.51425237
  1.2500000      -0.33179217E-01   0.93799998       0.90482076
  1.3000000       0.21511999       0.99854335        1.2136633
  1.3500000       0.45004407       0.96988981        1.4199339
  1.4000000       0.65698660       0.85459891        1.5115855
  1.4500000       0.82308088       0.66296923        1.4860501
  1.5000000       0.93799998       0.41211849        1.3501185
  1.5500000       0.99459878       0.12445442        1.1190532
  1.6000000       0.98935825      -0.17432678       0.81503147
  1.6500000       0.92260421      -0.45753589       0.46506832
  1.7000000       0.79848711      -0.69987469       0.98612425E-01
  1.7500000       0.62472395      -0.87969576      -0.25497181
  1.8000000       0.41211849      -0.98093623      -0.56881774
  1.8500000       0.17388949      -0.99455259      -0.82066310
  1.9000000      -0.75151120E-01  -0.91932853      -0.99447965
  1.9500000      -0.31951919      -0.76198358       -1.0815028
  2.0000000      -0.54402111      -0.53657292       -1.0805940
  2.0500000      -0.73469843      -0.26323179      -0.99793022
  2.1000000      -0.87969576       0.33623047E-01  -0.84607271
  2.1500000      -0.96999787       0.32747444      -0.64252343
  2.2000000      -0.99999021       0.59207351      -0.40791669
  2.2500000      -0.96780800       0.80378443      -0.16402357
  2.3000000      -0.87545217       0.94369567       0.68243495E-01
  2.3500000      -0.72866498       0.99930939       0.27064441
  2.4000000      -0.53657292       0.96565778       0.42908486
  2.4500000      -0.31111935       0.84574683       0.53462748
  2.5000000      -0.66321897E-01   0.65028784       0.58396594
  2.5500000       0.18259913       0.39674057       0.57933971
  2.6000000       0.42016704       0.10775365       0.52792069
  2.6500000       0.63161099      -0.19085858       0.44075241
  2.7000000       0.80378443      -0.47242199       0.33136244
  2.7500000       0.92598244      -0.71178534       0.21419710
  2.8000000       0.99060736      -0.88756703       0.10304032
  2.8500000       0.99364110      -0.98406501       0.95760961E-02
  2.9000000       0.93489506      -0.99265938      -0.57764325E-01
  2.9500000       0.81802176      -0.91258245      -0.94560686E-01
  3.0000000       0.65028784      -0.75098725      -0.10069941
  3.0500000       0.44212217      -0.52230859      -0.80186421E-01
  3.1000000       0.20646748      -0.24697366      -0.40506180E-01
  3.1500000      -0.42024353E-01   0.50422688E-01   0.83983351E-02
  3.2000000      -0.28790332       0.34331493       0.55411612E-01
  3.2500000      -0.51588185       0.60553987       0.89658023E-01
  3.3000000      -0.71178534       0.81367374       0.10188840
  3.3500000      -0.86343347       0.94912455       0.85691081E-01
  3.4000000      -0.96139749       0.99979290       0.38395408E-01
  3.4500000      -0.99958647       0.96115272      -0.38433747E-01
  3.5000000      -0.97562601       0.83665564      -0.13897037
  3.5500000      -0.89100584       0.63742260      -0.25358324
  3.6000000      -0.75098725       0.38125049      -0.36973676
  3.6500000      -0.56427590       0.91022416E-01  -0.47325349
  3.7000000      -0.34248062      -0.20733642      -0.54981704
  3.7500000      -0.99391547E-01  -0.48717451      -0.58656606
  3.8000000       0.14987721      -0.72349476      -0.57361755
  3.8500000       0.38982733      -0.89518737      -0.50536004
  3.9000000       0.60553987      -0.98691556      -0.38137569
  3.9500000       0.78360288      -0.99048552      -0.20688264
  4.0000000       0.91294525      -0.90557836       0.73668887E-02
  4.0500000       0.98552511      -0.73977859       0.24574653
  4.1000000       0.99682979      -0.50789659       0.48893320
  4.1500000       0.94615643      -0.23064571       0.71551072
  4.2000000       0.83665564       0.67208073E-01   0.90386371
  4.2500000       0.67513565       0.35905835        1.0341940
  4.3000000       0.47163900       0.61883502        1.0904740
  4.3500000       0.23881812       0.82333300        1.0621511
  4.4000000      -0.88513093E-02   0.95428509       0.94543379
  4.4500000      -0.25597041       0.99999374       0.74402333
  4.5000000      -0.48717451       0.95637593       0.46920142
  4.5500000      -0.68808846       0.82732790       0.13923944
  4.6000000      -0.84622040       0.62437714      -0.22184327
  4.6500000      -0.95173846       0.36565262      -0.58608584
  4.7000000      -0.99808203       0.74265446E-01  -0.92381658
  4.7500000      -0.98236969      -0.22375564       -1.2061253
  4.8000000      -0.90557836      -0.50178930       -1.4073677
  4.8500000      -0.77248256      -0.73499962       -1.5074822
  4.9000000      -0.59135753      -0.90255461       -1.4939121
  4.9500000      -0.37346475      -0.98948708       -1.3629518
  5.0000000      -0.13235175      -0.98803162       -1.1203834
  5.0500000       0.11699025      -0.89831824      -0.78132800
  5.1000000       0.35905835      -0.72836077      -0.36930241
  5.1500000       0.57880195      -0.49334099       0.85460958E-01
  5.2000000       0.76255845      -0.21425254       0.54830591
  5.2500000       0.89890276       0.83974456E-01   0.98287721
